ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GOBP_T_CELL_DIFFERENTIATION,"The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex. [GO_REF:0000022, GOC:jid, GOC:mah]",49/926,291/12583,0.16838487972508592,2.288106848359348,6.265764148444815,3.438537767481527e-8,6.241500650844695e-6,4.9131975978140125e-6,CTSL/MAFB/GPR183/FOSL2/CTNNB1/PNP/NLRP3/FOXO3/PIK3R1/ZFP36L1/NRARP/ICOSLG/SMAD7/ZMIZ1/IL1B/RIPK2/RUNX1/EP300/SH3RF1/CD86/RUNX3/HLA-G/CHD7/CD83/IL1RL2/SHB/MALT1/EGR3/LGALS1/PHF10/OPA1/PRR7/TBK1/TRAF3IP2/RPL22/RUNX2/IL6R/TGFB1/BCL6/ADAM8/SPI1/IL4I1/PRDM1/SOCS3/CD69/HLA-DRB1/BRAF/ZC3H12A/ANXA1,49
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,"Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade. [GOC:go_curators]",51/926,310/12583,0.16451612903225807,2.235536124851947,6.207945038098653,3.9443425526030394e-8,6.935879857342907e-6,5.459800480708418e-6,BCAR3/GPR183/VEGFA/PIK3R5/CTNNB1/THBS1/FGFR1/SPRY2/CLEC7A/HAVCR2/C5AR1/OSM/SPAG9/CD44/ADAM9/SPHK1/LAPTM5/HIPK2/IL1B/MARCO/SH3RF3/PDGFA/RIPK2/GADD45G/P2RY1/GPNMB/AVPI1/SH3RF1/FLT1/GADD45B/ADRB1/NDST1/CCR1/MAP2K1/SRC/LAT/GAS6/IL6R/TGFB1/PTPN1/PRXL2C/DVL3/NAMPT/GSDME/ADAM8/SPI1/NENF/HLA-DRB1/BRAF/ERN1/ZC3H12A,51
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,"Any process that activates or increases the frequency, rate or extent of production of a cytokine. [GOC:add, ISBN:0781735149]",62/926,412/12583,0.15048543689320387,2.044879322275577,6.077690035030004,4.302784310438498e-8,7.3368991863143714e-6,5.77547571876402e-6,RGCC/HIF1A/CEBPB/SERPINE1/IL10/HMOX1/THBS1/PNP/NLRP3/SLC7A5/PIK3R1/CLEC7A/GAPDH/HAVCR2/C5AR1/OSM/SMAD3/IL1R1/EREG/NR4A3/SPHK1/LAPTM5/CD58/IL1B/RIOK3/PDE4B/MAPKAPK2/RIPK2/RUNX1/MAPK13/DENND1B/ARID5A/ARRDC4/CD226/CYRIB/CD86/FFAR3/HLA-G/ATF4/ADORA2B/CD83/IL1RL2/MALT1/ARFGEF2/OPA1/RBM47/S100A13/PANX2/TBK1/EIF2AK3/CRLF2/IL6R/TGFB1/AKIRIN2/UAP1/FLOT1/IRAK1/ADAM8/RAB1A/DDIT3/CLU/ANXA1,62
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,"Any process that modulates the frequency, rate, or extent of CD4-positive, alpha-beta T cell differentiation. [GOC:add, GOC:pr, ISBN:0781735149]",18/926,56/12583,0.32142857142857145,4.367749151496452,7.1186418869915755,4.96487480571773e-8,8.216867803462844e-6,6.46817126391957e-6,NLRP3/SMAD7/RIPK2/RUNX1/EP300/SH3RF1/CD86/RUNX3/CD83/SHB/MALT1/LGALS1/OPA1/BCL6/CD69/HLA-DRB1/ZC3H12A/ANXA1,18
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION,"Any process that modulates the frequency, rate or extent of lymphocyte activation. [GOC:ai]",66/926,454/12583,0.14537444933920704,1.9754283974462659,5.966199328664811,6.0725281317419e-8,9.762890227803335e-6,7.685172444622533e-6,CCL2/MAP3K8/CEBPB/GPR183/CD22/TNFRSF21/CDKN1A/IL10/CTNNB1/PNP/NLRP3/FOXO3/AHR/SOCS6/SDC4/LGALS3/CLEC7A/HAVCR2/ZFP36L1/NRARP/LAPTM5/ICOSLG/SMAD7/ZMIZ1/IL1B/RIPK2/ID2/RUNX1/GPNMB/EP300/CYRIB/SH3RF1/NEDD9/PRNP/CD86/BID/RUNX3/HMGB3/HLA-G/CD83/SAMSN1/IL1RL2/SHB/MALT1/EGR3/LGALS1/PHF10/THEMIS2/SRC/OPA1/VAV3/LAT/GAS6/TGFB1/ABL2/AKIRIN2/BCL6/ADAM8/SPI1/IL4I1/PRDM1/CD69/HLA-DRB1/BRAF/ZC3H12A/ANXA1,66
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM,"The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube. [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]",53/926,334/12583,0.15868263473053892,2.156267378849213,6.036262599505983,7.321058877497535e-8,1.144322175102184e-5,9.007899344008663e-6,HBEGF/HIF1A/CSF1/MET/AREG/NKX3-1/VEGFA/IL10/CTNNB1/SDC4/MTHFD1L/ZEB2/FGFR1/SPRY2/GNA13/MTSS1/SMAD3/NRARP/CD44/ITGAX/ITGA5/PDGFA/SKI/STARD13/JAG1/ADM/GZF1/TGM3/EZR/HS3ST3B1/ITGAV/RREB1/KDM5B/ENG/RARG/SNAI1/CAMSAP3/HOXA5/KDM2B/TGIF1/MYC/SRC/OPA1/NR3C1/RBPJ/RPS7/ITGB1/VDR/TGFB1/PLXNA1/ASB2/CD151/SOCS3,53
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,Cell migration that is accomplished by extension and retraction of a pseudopodium. [GOC:dph],35/926,180/12583,0.19444444444444445,2.642218622510199,6.254473962559302,8.978898697104652e-8,1.3512593501763013e-5,1.063687174719983e-5,HBEGF/HIF1A/VEGFA/ARF6/CD63/THBS1/FN1/SDC4/PPARD/ZEB2/TIMP1/GNA13/SEMA3F/GNA12/SMAD3/ADAM9/VIL1/TNS1/NRP2/PLEC/SEMA6B/RREB1/RAC1/ENG/SNAI1/AGO2/YTHDF3/SRC/ARHGAP5/IQSEC1/ITGB1/TGFB1/MAP4K4/ACVR1B/BRAF,35
GOBP_DEVELOPMENTAL_GROWTH,"The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another. [GOC:go_curators]",69/926,488/12583,0.1413934426229508,1.9213322770243952,5.850731879755877,9.125263072098712e-8,1.3512593501763013e-5,1.063687174719983e-5,JARID2/RAPH1/CSF1/TNFRSF12A/AREG/NINJ1/VEGFA/FOSL2/CDKN1A/H3-3B/CTNNB1/FN1/FOXO3/PPARD/ZEB2/FGFR1/LGMN/SPRY2/SEMA3F/CD9/SMAD3/ZFP36L1/PHLDA2/EREG/SPAG9/NEDD4L/SMAD7/ZMIZ1/ALCAM/SKI/VIL1/RASAL2/SMURF1/RUNX1/ADM/MCUB/NRP2/EP300/BASP1/PLEC/CACNA2D2/EZR/KLF5/KDM5B/DUSP6/RARG/CHD7/MEX3C/AUTS2/HOXA5/ADRB1/ARIH2/YBX3/FGF13/RBPJ/ITGB1/STK40/TGFB1/SLC1A2/WWC3/PLXNA1/H3-3A/SLC25A25/ATF5/GPX4/TMEM38B/PDLIM5/SBDS/ANXA1,69
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,"Any process that modulates the frequency, rate or extent of lymphocyte differentiation. [GOC:go_curators]",37/926,197/12583,0.18781725888324874,2.552164760829286,6.188598818786539,9.869822026673779e-8,1.4240381677972653e-5,1.1209773573075106e-5,IL10/PNP/NLRP3/FOXO3/ZFP36L1/NRARP/SMAD7/ZMIZ1/RIPK2/ID2/RUNX1/EP300/SH3RF1/CD86/RUNX3/HMGB3/HLA-G/CD83/IL1RL2/SHB/MALT1/EGR3/LGALS1/PHF10/OPA1/GAS6/TGFB1/BCL6/ADAM8/SPI1/IL4I1/PRDM1/CD69/HLA-DRB1/BRAF/ZC3H12A/ANXA1,37
GOBP_OSSIFICATION,"The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:mtg_mpo, PMID:17572649]",48/926,292/12583,0.1643835616438356,2.2337347258794638,6.01182791806172,1.0190484661760539e-7,1.4335464297931639e-5,1.128462090965483e-5,PPARG/HIF1A/ATP2B1/CSF1/ANKH/CEBPB/FAM20C/DHRS3/AREG/VEGFA/FOSL2/MN1/H3-3B/CTNNB1/SRGN/NOCT/KLF10/SMAD3/SMAD7/NAB2/SKI/ID1/JAG1/TPM4/ID2/RUNX1/RUNX3/ATF4/CEBPD/SNAI1/CHSY1/EGR2/CCR1/PDLIM7/CLIC1/TP53INP2/EIF2AK3/RBPJ/RUNX2/VDR/IL6R/JUND/TOB1/TGFB1/H3-3A/ACVR1B/TMEM38B/SBDS,48
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,"Any process that modulates the frequency, rate or extent of alpha-beta T cell differentiation. [GOC:ai]",20/926,71/12583,0.28169014084507044,3.827761384723025,6.7343471723048545,1.0834073762903168e-7,1.4869105625330764e-5,1.1704693811115929e-5,PNP/NLRP3/SMAD7/RIPK2/RUNX1/EP300/SH3RF1/CD86/RUNX3/CD83/SHB/MALT1/LGALS1/OPA1/BCL6/PRDM1/CD69/HLA-DRB1/ZC3H12A/ANXA1,20
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,"Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation. [GOC:ai]",35/926,182/12583,0.19230769230769232,2.6131832530320653,6.178427865854527,1.19452914773e-7,1.6003846462563595e-5,1.2597941487839199e-5,THBD/CEBPB/TNFRSF21/IL10/FN1/SOCS6/SDC4/LGALS3/HAVCR2/CD9/NRARP/LAPTM5/SMAD7/PDGFA/ID2/RUNX1/GPNMB/PRNP/CD86/RABGEF1/RUNX3/UBASH3B/HMGB3/HLA-G/SAMSN1/LGALS1/SRC/ZBTB46/TGFB1/BCL6/IL4I1/CD69/HLA-DRB1/ZC3H12A/ANXA1,35
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators],55/926,359/12583,0.1532033426183844,2.0818117280422577,5.8611005850062785,1.3874614737007983e-7,1.797473035068234e-5,1.4149386008375278e-5,CCL2/MAP3K8/CEBPB/TNFRSF21/IL10/PNP/NLRP3/FOXO3/SOCS6/SDC4/LGALS3/HAVCR2/NRARP/CD44/NR4A3/LAPTM5/ICOSLG/SMAD7/ZMIZ1/ITGA5/IL1B/RIPK2/RUNX1/GPNMB/EP300/EZR/CYRIB/PRNP/CD86/SLC39A8/OLR1/RUNX3/HLA-G/CD83/IL1RL2/SHB/NFAT5/MALT1/EGR3/LGALS1/PHF10/SRC/OPA1/ITGB1/TGFB1/STK10/ABL2/IRAK1/BCL6/ADAM8/IL4I1/CD69/HLA-DRB1/ZC3H12A/ANXA1,55
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,"Any process that stops, prevents or reduces the rate or extent of cell adhesion to another cell. [GOC:isa_complete]",33/926,167/12583,0.19760479041916168,2.685163151019775,6.178688107363852,1.405523610147544e-7,1.797473035068234e-5,1.4149386008375278e-5,RGCC/CEBPB/TNFRSF21/VEGFA/IL10/SOCS6/SDC4/LGALS3/HAVCR2/IL1RN/CD9/NRARP/LAPTM5/SMAD7/JAG1/RUNX1/GPNMB/PRNP/CD86/RUNX3/UBASH3B/HLA-G/LGALS1/MAP2K1/MAPK7/TGFB1/BCL6/SPI1/IL4I1/CD69/HLA-DRB1/ZC3H12A/ANXA1,33
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,"The change in morphology and behavior of a CD4-positive, alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific. [CL:0000624, GOC:BHF]",27/926,121/12583,0.2231404958677686,3.032156435749603,6.3305710035804355,1.4773625480580512e-7,1.8473597906494786e-5,1.454208561924744e-5,CTSL/CEBPB/GPR183/NLRP3/PIK3R1/ICOSLG/SMAD7/RIPK2/RUNX1/EP300/SH3RF1/CD86/RUNX3/CD83/SHB/MALT1/LGALS1/OPA1/TBK1/IL6R/BCL6/SOCS3/CD69/HLA-DRB1/BRAF/ZC3H12A/ANXA1,27
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,"The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific. [GOC:add]",35/926,184/12583,0.19021739130434784,2.5847790872382386,6.103391782813597,1.580942581693626e-7,1.9339051972152245e-5,1.5223355569260365e-5,CTSL/CEBPB/GPR183/FOSL2/PNP/NLRP3/PIK3R1/LGALS3/ICOSLG/SMAD7/ELF4/RIPK2/RUNX1/EP300/SH3RF1/CD86/RUNX3/CD83/SHB/MALT1/LGALS1/MYC/OPA1/PRR7/TBK1/RPL22/IL6R/BCL6/PRDM1/SOCS3/CD69/HLA-DRB1/BRAF/ZC3H12A/ANXA1,35
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT,"Any process that modulates the frequency, rate or extent of vasculature development. [GOC:TermGenie]",39/926,218/12583,0.17889908256880735,2.4309796500683616,6.006916288072277,1.719075615982867e-7,2.0581358491777857e-5,1.6201277025881086e-5,RGCC/PPARG/HIF1A/TNFRSF12A/SERPINE1/NINJ1/VEGFA/IL10/HMOX1/CLDN5/CTNNB1/THBS1/SPRY2/C5AR1/CXCR4/CXCL8/MECP2/SPHK1/ITGAX/HIPK2/GLUL/ITGA5/IL1B/ID1/STARD13/BTG1/RUNX1/ADM/ITGB8/GPNMB/FLT1/HLA-G/ENG/HOXA5/AGO2/MAPK7/ITGB1/TGFB1/ZC3H12A,39
GOBP_CELL_SUBSTRATE_ADHESION,"The attachment of a cell to the underlying substrate via adhesion molecules. [GOC:mah, GOC:pf]",44/926,262/12583,0.16793893129770993,2.2820470545562466,5.910423052499396,1.8666196329060526e-7,2.1375411701898177e-5,1.682634150039519e-5,PLPP3/CSF1/TNFRSF12A/SERPINE1/S100A10/VEGFA/CD63/CTNNB1/THBS1/FN1/SDC4/PPARD/PIK3R1/EPHB1/SMAD3/CD44/ADAM9/ITGAX/ITGA5/JAG1/MELTF/ITGB8/NEDD9/MICALL2/ITGAV/RREB1/RAC1/RASA1/CAMSAP3/LYPD3/SRC/MKLN1/PXN/ITGB1/GAS6/PTPN1/LIMS1/ANXA2/MAP4K4/PARVB/BCL6/RAB1A/BRAF/PLAU,44
GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION,"Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation. [GOC:go_curators]",65/926,458/12583,0.14192139737991266,1.9285064181765021,5.7051059084274165,1.899361267273696e-7,2.1375411701898177e-5,1.682634150039519e-5,PPARG/MAFB/AREG/VEGFA/CTNNB1/FOXO3/PPARD/PIK3R1/EPHB1/NOCT/SPRY2/DIXDC1/SEMA3F/BCL7B/INSIG1/ABCA1/SMAD3/TRIB1/ZFP36L1/EIF4E/EREG/SPAG9/NRARP/MECP2/SMAD7/IL1B/SKI/ID1/SKIL/JAG1/ID2/RUNX1/PPP2CA/CUL4A/ITGAV/SPRED2/RUNX3/UBASH3B/HMGB3/HLA-G/RARG/SNAI1/HOXA5/SHB/TRIM11/FGF13/LGALS1/MYC/YBX1/RBPJ/ZBTB46/ITGB1/EXTL3/ZFP36/TOB1/TGFB1/ABCG1/BCL6/TRIO/JDP2/ACVR1B/CD69/DDIT3/ZC3H12A/ANXA1,65
GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH,"Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes. [GOC:jl]",65/926,458/12583,0.14192139737991266,1.9285064181765021,5.7051059084274165,1.899361267273696e-7,2.1375411701898177e-5,1.682634150039519e-5,PHLDA1/RGCC/CCL2/PPARG/G0S2/TNFRSF12A/NKX3-1/BCL2A1/CDKN1A/IL10/HMOX1/CTNNB1/THBS1/ATF3/FOXO3/APBB2/PHLDA2/NR4A3/LAPTM5/NR4A1/STK17A/SKIL/RIPK2/GADD45G/BTG1/LGALS2/MCL1/PRNP/FNIP1/BID/NTSR1/CTSD/CRADD/DUSP6/HLA-G/RARG/ATF4/KLF11/GADD45B/FCAR/HOXA5/BIN1/RYBP/LGALS1/B4GALT1/MYC/NET1/NR3C1/PRR7/RPS7/ITGB1/VDR/MOAP1/TGFB1/PTPN1/CCAR2/RPS6/GSDME/BCL6/ADAM8/SFPQ/DDIT3/CLU/ZC3H12A/ANXA1,65
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Genes involved in cholesterol homeostasis.,19/926,67/12583,0.2835820895522388,3.8534702298442984,6.600318690546548,2.0020690904977184e-7,2.2089495631824825e-5,1.738845558888421e-5,PPARG/FABP5/TNFRSF12A/PLAUR/CTNNB1/SQLE/NFIL3/ATF3/LGMN/LGALS3/CXCL16/CD9/ALCAM/JAG1/CHKA/SCD/ATF5/STARD4/CLU,19
GOBP_TISSUE_MORPHOGENESIS,"The process in which the anatomical structures of a tissue are generated and organized. [GOC:dph, GOC:jid]",59/926,401/12583,0.14713216957605985,1.9993132718958544,5.731937939441225,2.0451471160818155e-7,2.2130851581139186e-5,1.742101025196818e-5,HBEGF/HIF1A/CSF1/MET/AREG/NKX3-1/VEGFA/IL10/CTNNB1/SDC4/MTHFD1L/ZEB2/FGFR1/SPRY2/GNA13/MTSS1/SMAD3/NRARP/CD44/NR4A3/ITGAX/SMAD7/ITGA5/PDGFA/SKI/STARD13/JAG1/POFUT2/KDM6B/ADM/GZF1/TGM3/NRP2/EZR/HS3ST3B1/ITGAV/RREB1/KDM5B/ENG/RARG/CHD7/SNAI1/CAMSAP3/HOXA5/KDM2B/TGIF1/MYC/SRC/OPA1/NR3C1/RBPJ/RPS7/ITGB1/VDR/TGFB1/PLXNA1/ASB2/CD151/SOCS3,59
GOBP_CELLULAR_RESPONSE_TO_LIPID,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus. [GOC:mah]",66/926,469/12583,0.14072494669509594,1.9122483847347649,5.674696972780429,2.0971557522544927e-7,2.2265463052709492e-5,1.7526973993022653e-5,CCL2/CEBPB/SGK1/SERPINE1/NKX3-1/PID1/NRIP1/MN1/GPRIN3/IL10/IRAK2/NLRP3/FOXO3/SLC7A5/AHR/PPARD/TFPI/VIM/LITAF/NCOR2/HAVCR2/INSIG1/DDIT4/ABCA1/TRIB1/ZFP36L1/EIF4E/CXCL8/NR4A3/ADAM9/ZMIZ1/IL1B/PDE4B/RIPK2/PIM3/NPC1/EP300/ARID5A/ABHD2/FBP1/CD86/CNOT1/FFAR3/RARG/FCAR/MALT1/ADCY3/SRC/NR3C1/SCNN1A/VDR/ZFP36/USP8/JUND/TGFB1/KDM3A/LCOR/ABL2/IRAK1/PTGER2/PMEPA1/CD68/SPI1/ZBTB7A/ZC3H12A/ANXA1,66
GOBP_REGULATION_OF_SYSTEM_PROCESS,"Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system. [GOC:jl]",51/926,327/12583,0.1559633027522936,2.1193155923672897,5.780148409077873,2.257864565856171e-7,2.3527785022356805e-5,1.8520651253650623e-5,PPARG/LMNA/HBEGF/ATP2B1/FABP5/STX1A/DOCK4/SGK1/NKX3-1/TNFRSF21/ASPH/HAMP/FOXO3/FGFR1/SCN4B/SMAD3/NR4A3/MECP2/SPHK1/ITGAX/SMAD7/MGLL/SSH1/PDE4B/ADM/STX1B/RETN/EPAS1/NTSR1/PER2/KDM5B/P2RX4/GSTO1/ADORA2B/ADRB1/BIN1/FGF13/EGR2/MAP2K1/SRC/S1PR2/KCNIP1/EIF2AK3/ITGB1/RAB8B/GAS6/PTPN1/TMEM38B/CUX2/ZC3H12A/TNNT3,51
GOBP_EPIDERMIS_DEVELOPMENT,"The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species. [GOC:go_curators, UBERON:0001003]",38/926,212/12583,0.1792452830188679,2.435684013203472,5.9417083006475595,2.3472403788377306e-7,2.4014402930399838e-5,1.890370816105105e-5,CD109/FLNB/EMP1/FABP5/MET/MAFB/FOSL2/CDKN1A/CTNNB1/PPARD/FGFR1/ZFP36L1/EREG/ADAM9/NAB2/PDGFA/JAG1/LAMB3/TGM3/PLEC/SLC4A7/RAC1/MAFF/SNAI1/WHRN/TFDP1/MAP2K1/YBX1/RBPJ/EXTL3/VDR/ZFP36/APCDD1/MAFG/GSDME/ACVR1B/HLA-DRB1/ANXA1,38
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION,"Any process that stops, prevents, or reduces the frequency, rate or extent of cell adhesion. [GOC:go_curators]",41/926,239/12583,0.17154811715481172,2.331090667558311,5.855521339494032,2.716887207248443e-7,2.7299864848548195e-5,2.1489964977634302e-5,RGCC/CEBPB/SERPINE1/TNFRSF21/VEGFA/IL10/THBS1/SOCS6/SDC4/PIK3R1/LGALS3/HAVCR2/IL1RN/CD9/NRARP/LAPTM5/SMAD7/JAG1/RUNX1/MELTF/GPNMB/PRNP/CD86/RUNX3/UBASH3B/HLA-G/RASA1/LGALS1/MAP2K1/SRC/MAPK7/TGFB1/PTPN1/MAP4K4/BCL6/SPI1/IL4I1/CD69/HLA-DRB1/ZC3H12A/ANXA1,41
HALLMARK_IL6_JAK_STAT3_SIGNALING,"Genes up-regulated by IL6 [GeneID=3569] via STAT3 [GeneID=6774], e.g., during acute phase response.",20/926,75/12583,0.26666666666666666,3.6236141108711304,6.422788025185435,2.910259751708613e-7,2.8729880040112925e-5,2.2615647341070812e-5,MAP3K8/CSF1/TNFRSF12A/TNFRSF21/IFNGR2/PIK3R5/HMOX1/CXCL3/CD9/IL1R1/CD44/IL1B/CCR1/CSF2RA/CRLF2/TGFB1/PTPN1/IL3RA/SOCS3/ACVR1B,20
HALLMARK_MTORC1_SIGNALING,Genes up-regulated through activation of mTORC1 complex.,36/926,197/12583,0.18274111675126903,2.4831873348609266,5.913580581262157,2.9773814336189314e-7,2.8885733322368496e-5,2.273833225529667e-5,BHLHE40/CDKN1A/SLA/SQLE/PNP/NFIL3/SLC7A5/LGMN/GAPDH/INSIG1/DDIT4/CXCR4/SLC2A3/CD9/RIT1/SLC7A11/SLC6A6/ETF1/BCAT1/ACSL3/GGA2/RRM2/ARPC5L/IFI30/UBE2D3/SCD/MTHFD2L/TBK1/PSMD12/PITPNB/PSMD14/NAMPT/AK4/STARD4/RAB1A/DDIT3,36
GOBP_OSTEOCLAST_DIFFERENTIATION,"The process in which a relatively unspecialized monocyte acquires the specialized features of an osteoclast. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue. [CL:0000092, GOC:add, ISBN:0781735149, PMID:12161749]",22/926,89/12583,0.24719101123595505,3.3589681364816655,6.294384413039028,3.1960704221216545e-7,3.001258283538268e-5,2.3625368022839188e-5,CD109/CSF1/MAFB/CEBPB/GPR183/FAM20C/FOSL2/CTNNB1/GAB2/PIK3R1/KLF10/NEDD9/TM4SF19/PRXL2A/UBASH3B/CCR1/SRC/TGFB1/ANXA2/RPTOR/SPI1/FARP2,22
GOBP_LEUKOCYTE_MIGRATION,"The movement of a leukocyte within or between different tissues and organs of the body. [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]",48/926,303/12583,0.15841584158415842,2.1526420460620574,5.724051389222349,3.200204318683065e-7,3.001258283538268e-5,2.3625368022839188e-5,CCL2/CSF1/GPR183/SERPINE1/NINJ1/VEGFA/IL10/HMOX1/THBS1/CXCL3/PIK3R1/LGMN/LGALS3/C5AR1/CXCR4/CXCL16/CD9/IL1R1/CXCL8/CD99/IL1B/PDE4B/PLEC/TREM1/NEDD9/RABGEF1/P2RX4/FLT1/RAC1/MPP1/B4GALT1/CCR1/SRC/VAV3/ITGB1/GAS6/IL6R/TGFB1/STK10/ABL2/CCL4L2/ADAM8/ASB2/SPI1/LRP12/CD69/SBDS/ANXA1,48
GOBP_MYELOID_CELL_DIFFERENTIATION,"The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte, megakaryocyte, thrombocyte, or erythrocyte lineages. [GOC:add, ISBN:0781735149]",58/926,398/12583,0.1457286432160804,1.9802413796846,5.600782872861979,3.609031845922174e-7,3.329183966721979e-5,2.6206740306541e-5,PPARG/CD109/HIF1A/CSF1/MAFB/CEBPB/GPR183/FAM20C/VEGFA/FOSL2/CTNNB1/FOXO3/GAB2/PIK3R1/KLF10/TRIB1/ZFP36L1/HIPK2/GLUL/JAG1/TPM4/ID2/RUNX1/ITGB8/EP300/ZNF385A/NEDD9/TM4SF19/KMT2E/EPAS1/CUL4A/PRXL2A/TET2/RAC1/RCOR1/UBASH3B/HMGB3/RARG/HOXA5/CCR1/MYC/SRC/NR3C1/RBPJ/ZBTB46/ALAS1/ZFP36/TGFB1/ANXA2/BCL6/RPTOR/SPI1/FARP2/ACVR1B/TUBB1/ZBTB7A/KAT6A/HLA-DRB1,58
GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,"Any process that activates or increases the frequency, rate or extent of vasculature development. [GO_REF:0000058, GOC:TermGenie, PMID:21472453]",26/926,119/12583,0.2184873949579832,2.9689275278145817,6.08221022527592,3.889330901868217e-7,3.516937659068768e-5,2.7684703767289997e-5,HIF1A/SERPINE1/NINJ1/VEGFA/IL10/HMOX1/CTNNB1/THBS1/C5AR1/CXCR4/CXCL8/SPHK1/ITGAX/HIPK2/ITGA5/IL1B/BTG1/RUNX1/ADM/ITGB8/FLT1/ENG/AGO2/ITGB1/TGFB1/ZC3H12A,26
HALLMARK_KRAS_SIGNALING_UP,Genes up-regulated by KRAS activation.,30/926,150/12583,0.2,2.717710583153348,5.96478219096853,3.9382752801172887e-7,3.516937659068768e-5,2.7684703767289997e-5,G0S2/HBEGF/EMP1/ANKH/MAFB/TMEM158/PLAUR/USP12/TFPI/SPRY2/CXCR4/TRIB1/EREG/LAPTM5/IL1B/ID2/GADD45G/GPNMB/GYPC/RETN/DUSP6/ENG/IL1RL2/DNMBP/PTBP2/CSF2RA/ADAM8/PRDM1/KCNN4/PLAU,30
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,"The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP). [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]",46/926,287/12583,0.1602787456445993,2.177956216464355,5.689513144098264,4.000071266756729e-7,3.516937659068768e-5,2.7684703767289997e-5,HIF1A/CEBPB/NKX3-1/BCL2A1/CDKN1A/PLAUR/IL10/CTNNB1/PIK3R1/PPIF/DDIT4/IFI6/HIC1/CD44/LAPTM5/HIPK2/IER3/SKIL/CRIP1/EP300/IVNS1ABP/ZNF385A/MCL1/CUL4A/BID/STK24/ATF4/SNAI1/TPT1/YBX3/MAP2K1/MYC/SRC/OPA1/EIF2AK3/RPS7/MAPK7/MOAP1/PTPN1/CCAR2/GSDME/SFPQ/DDIT3/CLU/ERN1/CUL3,46
