ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GOBP_CELL_PROJECTION_MORPHOGENESIS,The process in which the anatomical structures of a cell projection are generated and organized. [GO_REF:0000021],50/926,464/12583,0.10775862068965517,1.4642837193714158,2.8720763973926977,0.004050583378011938,0.03998707485626873,0.03147710961158677,RAPH1/SDC2/TNFRSF12A/SGK1/VEGFA/CTNNB1/FN1/TUBB3/ZEB2/MYO9B/EPHB1/SEMA3F/PHACTR1/APBB2/SPAG9/CD44/NR4A3/NEDD4L/ALCAM/NGEF/VIL1/SKIL/SMURF1/PRDM8/PICALM/NRP2/SEMA6B/RREB1/RAC1/S100A6/AUTS2/YTHDF1/B4GALT5/FGF13/EGR2/MAP2K1/SRC/ITGB1/PITPNA/APLP2/PLXNA1/FLOT1/DVL3/MAP4K4/TRIO/CUX2/PDLIM5/BRAF/SPAST/KIF13B,50
GOBP_SENSORY_ORGAN_MORPHOGENESIS,"Morphogenesis of a sensory organ. A sensory organ is defined as a tissue or set of tissues that work together to receive and transmit signals from external or internal stimuli. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions. [GOC:kmv, ISBN:978-0199210893]",21/926,153/12583,0.13725490196078433,1.8650954982424937,3.0343183163494167,0.004067497723449437,0.040083729754553384,0.03155319461752279,BCAR3/HIF1A/MAFB/VEGFA/CTNNB1/FGFR1/EPHB1/SPRY2/INSIG1/NR4A3/HIPK2/SKI/JAG1/RAC1/RARG/ATF4/CHD7/KDM2B/WHRN/MYC/PRDM1,21
GOCC_GOLGI_LUMEN,"The volume enclosed by the membranes of any cisterna or subcompartment of the Golgi apparatus, including the cis- and trans-Golgi networks. [GOC:mah]",10/926,52/12583,0.19230769230769232,2.6131832530320653,3.285333386773853,0.004111805871277509,0.040388975910225396,0.03179347892776902,SDC2/TPST1/HS3ST1/SDC4/PDGFA/PCSK6/MUC12/GAS6/TGFB1/FURIN,10
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a purine-containing compound stimulus. [GOC:ef]",16/926,105/12583,0.1523809523809524,2.070636634783503,3.1049255728156906,0.0041220941842798195,0.040388975910225396,0.03179347892776902,THBD/AREG/ASPH/AHR/RAPGEF1/TOP1/ZFP36L1/IL1B/SSH1/P2RY1/EZR/FBP1/P2RX4/ALAS1/GUCD1/TMEM38B,16
GOBP_AORTA_DEVELOPMENT,"The progression of the aorta over time, from its initial formation to the mature structure. An aorta is an artery that carries blood from the heart to other parts of the body. [GOC:bf, GOC:dgh, MA:0000062, UBERON:0000947, Wikipedia:Aorta]",9/926,44/12583,0.20454545454545456,2.779476732770469,3.332530527352332,0.004146364637525906,0.040388975910225396,0.03179347892776902,NKX3-1/JAG1/ENG/CHD7/LOXL1/NDST1/EGR2/RBPJ/PRDM1,9
GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH,"The process whose specific outcome is the progression of a dentin-containing tooth over time, from its formation to the mature structure. A dentin-containing tooth is a hard, bony organ borne on the jaw or other bone of a vertebrate, and is composed mainly of dentin, a dense calcified substance, covered by a layer of enamel. [GOC:cjm, GOC:mah, GOC:mtg_sensu, PMID:10333884, PMID:15355794]",9/926,44/12583,0.20454545454545456,2.779476732770469,3.332530527352332,0.004146364637525906,0.040388975910225396,0.03179347892776902,CSF1/FAM20C/SERPINE1/CTNNB1/FAM20A/ANKRD11/RUNX2/TGFB1/APCDD1,9
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,"Any process that modulates the frequency, rate or extent of a neurophysiological process, an organ system process carried out by any of the organs or tissues of the nervous system. [GOC:dph, GOC:mah, GOC:tb]",12/926,69/12583,0.17391304347826086,2.3632265940463895,3.200231939886836,0.004172845165413534,0.040388975910225396,0.03179347892776902,FABP5/STX1A/TNFRSF21/ITGAX/MGLL/SSH1/STX1B/NTSR1/EGR2/S1PR2/EIF2AK3/CUX2,12
GOBP_BEHAVIOR,"The internally coordinated responses (actions or inactions) of animals (individuals or groups) to internal or external stimuli, via a mechanism that involves nervous system activity. [GOC:ems, GOC:jl, ISBN:0395448956, PMID:20160973]",47/926,431/12583,0.10904872389791183,1.4818143550836118,2.8686755065994043,0.004180827249245852,0.040388975910225396,0.03179347892776902,HIF1A/ANKH/CEBPB/SGK1/GPRIN3/CLDN5/THBS1/ARRDC3/LGMN/EIF4E/NR4A3/MECP2/SGIP1/SLC7A11/HIPK2/ITGA5/ID2/NPC1/HOMER2/P2RY1/PICALM/EP300/ZNF385A/RETN/NEDD9/PRNP/NTSR1/ABHD12/P2RX4/KCTD16/SLC1A3/CHD7/YTHDF1/ADRB1/PFKFB3/FGF13/EGR2/ADCY3/NR3C1/ITGB1/SLC1A2/ABL2/CLN8/MAFG/RPTOR/CUX2/BRAF,47
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION,"Any process that activates or increases the frequency, rate, or extent of production of any member of the interleukin-17 family of cytokines. [GOC:add, GOC:mah, PMID:16482511]",6/926,22/12583,0.2727272727272727,3.7059689770272923,3.580213958007667,0.004190039092935388,0.040388975910225396,0.03179347892776902,SLC7A5/OSM/SPHK1/ARID5A/OPA1/TGFB1,6
GOBP_POSITIVE_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION,"Any process that activates or increases the frequency, rate or extent of differentiation of regulatory T cells. [ISBN:0781735149]",6/926,22/12583,0.2727272727272727,3.7059689770272923,3.580213958007667,0.004190039092935388,0.040388975910225396,0.03179347892776902,FOXO3/HLA-G/TGFB1/BCL6/IL4I1/HLA-DRB1,6
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY,"Any process that modulates the frequency, rate or extent of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay. [GOC:mcc, GOC:TermGenie]",6/926,22/12583,0.2727272727272727,3.7059689770272923,3.580213958007667,0.004190039092935388,0.040388975910225396,0.03179347892776902,ZFP36L1/CNOT1/AGO2/YBX1/ZFP36/TOB1,6
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,"The orderly movement of a vascular associated smooth muscle cell from one site to another. [GO_REF:0000091, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:20693317]",6/926,22/12583,0.2727272727272727,3.7059689770272923,3.580213958007667,0.004190039092935388,0.040388975910225396,0.03179347892776902,DOCK4/GNA12/NR4A3/SSH1/PTPN1/DDIT3,6
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,"The synthesis or release of any molecular mediator of the immune response, resulting in an increase in its intracellular or extracellular levels. [GO_REF:0000022, GOC:add, ISBN:0781735149]",26/926,204/12583,0.12745098039215685,1.7318743912251724,2.970269043212871,0.004209544680868453,0.040388975910225396,0.03179347892776902,CD22/IL10/NLRP3/SLC7A5/CLEC7A/LITAF/IL1R1/NR4A3/LAPTM5/SMAD7/UBE2J1/IL1B/MAPKAPK2/RIPK2/DENND1B/ARID5A/RNF168/CD226/CD86/RABGEF1/FFAR3/HLA-G/MALT1/TRAF3IP2/TGFB1/BCL6,26
GOBP_REGULATION_OF_CELL_FATE_COMMITMENT,"Any process that modulates the frequency, rate or extent of cell fate commitment. Cell fate commitment is the commitment of cells to specific cell fates and their capacity to differentiate into particular kinds of cells. Positional information is established through protein signals that emanate from a localized source within a cell (the initial one-cell zygote) or within a developmental field. [GOC:dph, GOC:tb]",7/926,29/12583,0.2413793103448276,3.2799955313919713,3.4644066864943075,0.004248388759362355,0.040388975910225396,0.03179347892776902,FGFR1/GATAD2A/EP300/GATAD2B/LGALS1/OPA1/CD69,7
GOBP_RESPONSE_TO_LIPOPROTEIN_PARTICLE,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipoprotein particle stimulus. [GOC:BHF, GOC:rl]",7/926,29/12583,0.2413793103448276,3.2799955313919713,3.4644066864943075,0.004248388759362355,0.040388975910225396,0.03179347892776902,PPARG/ABCA1/CD9/NPC1/ITGB1/TGFB1/CD68,7
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,"A transition where a cardiac epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell that will contribute to the formation of the endocardial cushion. [GOC:mtg_heart]",4/926,10/12583,0.4,5.435421166306696,3.954598000138317,0.004270737634011749,0.040388975910225396,0.03179347892776902,ENG/SNAI1/RBPJ/TGFB1,4
GOBP_FAT_CELL_PROLIFERATION,"The multiplication or reproduction of fat cells by cell division, resulting in the expansion of their population. A fat cell is an animal connective tissue cell specialized for the synthesis and storage of fat. [GOC:mah, GOC:sl]",4/926,10/12583,0.4,5.435421166306696,3.954598000138317,0.004270737634011749,0.040388975910225396,0.03179347892776902,PID1/PPARD/PER2/TFDP1,4
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL,"An immune response mediated by a natural killer cell triggered in response to the presence of a tumor cell. [GOC:add, ISBN:0781735149, PMID:16730260]",4/926,10/12583,0.4,5.435421166306696,3.954598000138317,0.004270737634011749,0.040388975910225396,0.03179347892776902,HAVCR2/CD226/NECTIN2/TGFB1,4
GOBP_NEGATIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,"Any process that stops, prevents, or reduces the frequency, rate or extent of erythrocyte differentiation. [GOC:go_curators]",4/926,10/12583,0.4,5.435421166306696,3.954598000138317,0.004270737634011749,0.040388975910225396,0.03179347892776902,MAFB/ZFP36L1/HOXA5/ZFP36,4
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL,"Any process that stops, prevents, or reduces the frequency, rate, or extent of a response to tumor cell. [GOC:add]",4/926,10/12583,0.4,5.435421166306696,3.954598000138317,0.004270737634011749,0.040388975910225396,0.03179347892776902,AHR/HAVCR2/TGFB1/IL4I1,4
GOBP_PEPTIDE_CROSS_LINKING,The formation of a covalent cross-link between or within protein chains. [GOC:jsg],4/926,10/12583,0.4,5.435421166306696,3.954598000138317,0.004270737634011749,0.040388975910225396,0.03179347892776902,THBS1/FN1/TGM3/ANXA1,4
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY,"Any process that modulates the frequency, rate or extent of extracellular matrix assembly. [GOC:BHF, GOC:TermGenie]",4/926,10/12583,0.4,5.435421166306696,3.954598000138317,0.004270737634011749,0.040388975910225396,0.03179347892776902,RGCC/PPARG/SMAD3/TGFB1,4
GOBP_REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS,"Any process that modulates the frequency, rate or extent of lamellipodium morphogenesis. [GOC:mah]",4/926,10/12583,0.4,5.435421166306696,3.954598000138317,0.004270737634011749,0.040388975910225396,0.03179347892776902,CD44/VIL1/RREB1/SRC,4
GOBP_SULFUR_AMINO_ACID_TRANSPORT,"The directed movement of amino acids containing sulfur (cystine, methionine and their derivatives) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]",4/926,10/12583,0.4,5.435421166306696,3.954598000138317,0.004270737634011749,0.040388975910225396,0.03179347892776902,SLC7A5/SLC43A2/SLC7A11/SLC1A2,4
GOBP_T_FOLLICULAR_HELPER_CELL_DIFFERENTIATION,"The process in which a relatively unspecialized T cell acquires specialized features of a mature T follicular helper cell. [GOC:dph, PMID:21572431]",4/926,10/12583,0.4,5.435421166306696,3.954598000138317,0.004270737634011749,0.040388975910225396,0.03179347892776902,GPR183/PIK3R1/ICOSLG/TBK1,4
GOCC_PARASPECKLES,"Discrete subnuclear bodies in the interchromatin nucleoplasmic space, often located adjacent to nuclear specks. 10-20 paraspeckles are typically found in human cell nuclei. [GOC:jl, PMID:11790299]",4/926,10/12583,0.4,5.435421166306696,3.954598000138317,0.004270737634011749,0.040388975910225396,0.03179347892776902,HNRNPM/NEAT1/BCL6/SFPQ,4
GOBP_REGULATION_OF_HORMONE_LEVELS,"Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action. [GOC:BHF, GOC:dph, GOC:tb]",38/926,332/12583,0.1144578313253012,1.555316297587759,2.890085073050127,0.004303545376865897,0.040630956100040944,0.0319839614020694,PPARG/HIF1A/CTSL/STX1A/DHRS3/NKX3-1/SLC7A5/PPARD/FGFR1/IL1RN/OSM/IL1B/PIM3/SLCO4A1/SLC16A10/ADM/P2RY1/RETN/PER2/MIDN/KDM5B/RAC1/NIBAN2/ANPEP/FFAR3/DHRS9/CHD7/DISP1/TG/PCSK6/NR3C1/RAB8B/FURIN/IL4I1/TUBB1/RAB1A/HLA-DRB1/ANXA1,38
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,"Any process that decreases the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus. [GOC:BHF]",11/926,61/12583,0.18032786885245902,2.450394788089084,3.2003776865381406,0.004494291542520293,0.04228993061833058,0.033289876449437414,PPARG/THBS1/SPRY2/HIPK2/SMAD7/SKI/SKIL/SMURF1/UBE2D3/TOB1/PTPN1,11
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,"Any process that activates or increases the frequency, rate, or extent of T cell mediated immunity. [GOC:add]",11/926,61/12583,0.18032786885245902,2.450394788089084,3.2003776865381406,0.004494291542520293,0.04228993061833058,0.033289876449437414,NLRP3/IL1R1/IL1B/ULBP2/DENND1B/ARID5A/CYRIB/HLA-G/NECTIN2/MALT1/HLA-DRB1,11
GOBP_REGULATION_OF_B_CELL_ACTIVATION,"Any process that modulates the frequency, rate or extent of B cell activation. [GOC:ai]",18/926,125/12583,0.144,1.95675161987041,3.0298210945992534,0.0045210701982425034,0.04247088815611113,0.033432322984279866,GPR183/CD22/TNFRSF21/CDKN1A/IL10/AHR/ZFP36L1/LAPTM5/ID2/HMGB3/SAMSN1/THEMIS2/VAV3/TGFB1/AKIRIN2/BCL6/SPI1/IL4I1,18
GOBP_FOREBRAIN_DEVELOPMENT,"The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions). [PMID:4975589, PMID:4992177]",31/926,258/12583,0.12015503875968993,1.6327331022820502,2.8941689526189176,0.004654824591774514,0.04365449662985865,0.03436403838980203,HIF1A/CTNNB1/ZEB2/FGFR1/DIXDC1/PHACTR1/NR4A3/SLC7A11/ZMIZ1/SKI/ID2/PRDM8/KDM6B/TUBB2A/NRP2/PGAP1/SEMA6B/RAC1/CHD7/ADGRG1/NDST1/KDM2B/FGF13/SRC/RBPJ/CCDC85C/WDR37/SLC1A2/AKIRIN2/PLXNA1/ATF5,31
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION,"Any process that contributes to cytokine production by a CD4-positive, alpha-beta T cell. [CL:0000624, GOC:BHF]",5/926,16/12583,0.3125,4.246422786177106,3.6621505770620857,0.004700888598813373,0.04372214900086421,0.03441729312537047,NLRP3/IL1R1/IL1B/DENND1B/ARID5A,5
GOBP_ERBB2_SIGNALING_PATHWAY,"The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor ERBB2 on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription. ERBB2 receptors are themselves unable to bind to ligands, but act as a signal-amplifying tyrosine kinase within a heterodimeric pair. [GOC:jc, PMID:16460914]",5/926,16/12583,0.3125,4.246422786177106,3.6621505770620857,0.004700888598813373,0.04372214900086421,0.03441729312537047,HBEGF/AREG/EREG/MAP2K1/SRC,5
GOBP_MIRNA_CATABOLIC_PROCESS,"The chemical reactions and pathways resulting in the breakdown of miRNA, microRNA, a class of single-stranded RNA molecules of about 21-23 nucleotides in length, which regulates gene expression. [PMID:17993620]",5/926,16/12583,0.3125,4.246422786177106,3.6621505770620857,0.004700888598813373,0.04372214900086421,0.03441729312537047,TUT4/MALAT1/ELOC/NEAT1/ZC3H12A,5
GOBP_POSITIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,"Any process that activates or increases the frequency, rate or extent of T-helper 17 type immune response. [GOC:BHF, GOC:mah]",5/926,16/12583,0.3125,4.246422786177106,3.6621505770620857,0.004700888598813373,0.04372214900086421,0.03441729312537047,CLEC7A/EP300/ARID5A/MALT1/OPA1,5
GOBP_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY,The series of molecular signals mediated by a sphingolipid. [PMID:9525917],5/926,16/12583,0.3125,4.246422786177106,3.6621505770620857,0.004700888598813373,0.04372214900086421,0.03441729312537047,PLPP3/SPHK1/EZR/RAC1/S1PR2,5
GOBP_HAIR_CELL_DIFFERENTIATION,The process in which a relatively unspecialized cell acquires specialized features of a hair cell. [GOC:bf],8/926,37/12583,0.21621621621621623,2.9380654953009167,3.3273892221724295,0.0047316234211196755,0.04386300657436641,0.03452817368606884,CTNNB1/FGFR1/JAG1/SLC4A7/RAC1/WHRN/RBPJ/GSDME,8
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,"Any process that modulates the frequency, rate or extent of intrinsic apoptotic signaling pathway in response to DNA damage. [GOC:BHF, GOC:mtg_apoptosis, GOC:rl, GOC:TermGenie, PMID:15314165]",8/926,37/12583,0.21621621621621623,2.9380654953009167,3.3273892221724295,0.0047316234211196755,0.04386300657436641,0.03452817368606884,CD44/SKIL/ZNF385A/BID/SNAI1/TPT1/CCAR2/CLU,8
GOBP_ACTIN_FILAMENT_ORGANIZATION,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking. [GOC:mah]",41/926,367/12583,0.11171662125340599,1.5180672194725784,2.838844268641748,0.004752557231272872,0.043976160107394496,0.034617246121971326,RGCC/MET/S100A10/ARF6/SNX9/MARCKS/SDC4/ZEB2/PIK3R1/PLEK/MTSS1/PHACTR1/SMAD3/MARCKSL1/SPIRE1/TAGLN2/SSH1/VIL1/RHOU/TPM4/PLEC/EZR/CYRIB/NEDD9/MICALL2/RAC1/ARPC5L/DPYSL3/GAS2L3/RASA1/BIN1/SRC/PALM2AKAP2/PXN/ITGB1/ARF1/RHOF/ASB2/FSCN1/BRAF/CUL3,41
GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS,"The chemical reactions and pathways resulting in the breakdown of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar. [GOC:go_curators, ISBN:0198506732]",17/926,116/12583,0.14655172413793102,1.9914258583451254,3.0233971014573555,0.004759460015177403,0.043976160107394496,0.034617246121971326,HIF1A/PNP/PRKAG2/GAPDH/DDIT4/PDE4B/IER3/PDE4A/PPP2CA/EP300/FBP1/PFKFB3/NUDT4/SRC/PRXL2C/RPTOR/ZBTB7A,17
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,"Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules. [GOC:dph, GOC:pf, GOC:tb]",14/926,88/12583,0.1590909090909091,2.161815236599254,3.082458292872594,0.004770014038860232,0.044001424584699224,0.034637133866305195,PLPP3/CSF1/S100A10/VEGFA/FN1/SDC4/SMAD3/ITGA5/NEDD9/RREB1/RAC1/LIMS1/MAP4K4/BRAF,14
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,"Any process that activates or increases the frequency, rate or extent of the migration of the endothelial cells of blood vessels. [GOC:go_curators]",9/926,45/12583,0.2,2.717710583153348,3.253336990135175,0.0048521243143962185,0.04461258744625412,0.03511823033192172,HIF1A/VEGFA/HMOX1/THBS1/FGFR1/P2RX4/TGFB1/NUS1/ANXA1,9
GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT,"Any process that modulates the frequency, rate or extent of epidermis development. [GOC:go_curators]",9/926,45/12583,0.2,2.717710583153348,3.253336990135175,0.0048521243143962185,0.04461258744625412,0.03511823033192172,CD109/PPARD/ZFP36L1/NAB2/MAFF/EXTL3/VDR/ZFP36/MAFG,9
GOBP_RHYTHMIC_PROCESS,Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism. [GOC:jid],27/926,217/12583,0.12442396313364056,1.6907416070308845,2.89279593172721,0.004983239849885608,0.045743377871625315,0.03600836831513461,PPARG/BHLHE40/NRIP1/NFIL3/FOXO3/AHR/NOCT/NCOR2/KLF10/TOP1/EREG/ID1/ID2/EP300/RETN/CUL4A/PER2/KDM5B/ATF4/ADRB1/EGR3/CREM/JUND/CCAR2/NAMPT/ATF5/SFPQ,27
